state,government_function,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours,part_time_hours_coefficient_of_variation_as_percent,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_employees,total_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,full_time_equivalent_employees_response_rate_as_percent,total_march_pay_response_rate_as_percent,year
CO,air transportation,1308,0,6200174,0,75,0,76267,0,5332,0,1336,0,1383,0,6276441,0,96.36,97.77,2007
CO,public welfare,5636,0,20001638,0,548,0,783247,0,47948,0,5908,0,6184,0,20784885,0,75.44,75.75,2007
CO,health,3312,0,12805101,0,1325,0,2248257,0,96551,0,3857,0,4637,0,15053358,0,76.43,79.29,2007
CO,hospitals,7947,0,32321039,0,2660,0,6380668,0,256066,0,9399,0,10607,0,38701707,0,60.61,71.3,2007
CO,solid waste management,750,0,2687176,0,84,0,69473,0,5640,0,779,0,834,0,2756649,0,87.77,89.66,2007
CO,sewerage,2263,0,9366893,0,358,0,491011,0,20578,0,2374,0,2621,0,9857904,0,86.79,87.11,2007
CO,parks and recreation,4651,0,17147471,0,8411,0,4547582,0,383715,0,6814,0,13062,0,21695053,0,89.36,92.21,2007
CO,housing and community development,1987,0,7980995,0,342,0,384263,0,23155,0,2117,0,2329,0,8365258,0,97.54,98.36,2007
CO,natural resources,694,0,2734396,0,319,0,272712,0,19121,0,800,0,1013,0,3007108,0,83.42,81.83,2007
CO,water transport and terminals,3978,0,18143729,0,496,0,383339,0,21944,0,4092,0,4474,0,18527068,0,83.37,83.96,2007
CO,electric power,1559,0,8739104,0,38,0,53782,0,2274,0,1572,0,1597,0,8792886,0,45.83,41.52,2007
CO,gas supply,304,0,1512612,0,0,0,0,0,0,0,304,0,304,0,1512612,0,8.88,6.13,2007
CO,transit,2703,0,10217477,0,362,0,590602,0,38941,0,2922,0,3065,0,10808079,0,99.74,100,2007
CO,education total,91877,0,318246448,0,35646,0,34136118,0,2289948,0,105063,0,127523,0,352382566,0,82.89,83.98,2007
CO,education - elementary and secondary total,90959,0,314846644,0,34440,0,33231593,0,2240821,0,103869,0,125399,0,348078237,0,82.72,83.84,2007
CO,education - elementary and secondary instructional,61955,0,238366833,0,14938,0,14815784,0,1091123,0,68258,0,76893,0,253182617,0,82.72,83.84,2007
CO,education - elementary and secondary other,29004,0,76479811,0,19502,0,18415809,0,1149698,0,35611,0,48506,0,94895620,0,74.2,74.94,2007
CO,education - higher education total,918,0,3399804,0,1206,0,904525,0,49127,0,1194,0,2124,0,4304329,0,99.87,100,2007
CO,education - higher education instructional,333,0,1308495,0,941,0,763381,0,34696,0,528,0,1274,0,2071876,0,74.47,100,2007
CO,education - higher education other,585,0,2091309,0,265,0,141144,0,14431,0,666,0,850,0,2232453,0,99.87,100,2007
CO,libraries,1867,0,6311378,0,2164,0,2049352,0,159618,0,2768,0,4031,0,8360730,0,80.31,84.22,2007
CO,other and unallocable,4461,0,16891994,0,1164,0,983159,0,66503,0,4826,0,5625,0,17875153,0,76.75,77.4,2007
CT,total,112914,0,513154651,0,37719,0,36705930,0,2155437,0,125722,0,150633,0,549860581,0,61.62,64.04,2007
CT,financial administration,2095,0,9602648,0,541,0,641555,0,30385,0,2276,0,2636,0,10244203,0,77.3,80.14,2007
CT,other government administration,1821,0,8131186,0,849,0,869627,0,41779,0,2068,0,2670,0,9000813,0,76.89,79.91,2007
CT,judicial and legal,139,0,805434,0,35,0,70352,0,2180,0,154,0,174,0,875786,0,80.96,81.95,2007
CT,police protection total,8191,0,44876590,0,1344,0,1250828,0,70337,0,8601,0,9535,0,46127418,0,65.62,76.94,2007
CT,police protection - officers,6709,0,39497238,0,202,0,184671,0,10485,0,6768,0,6911,0,39681909,0,73.01,79.36,2007
CT,police protection - other,1482,0,5379352,0,1142,0,1066157,0,59852,0,1833,0,2624,0,6445509,0,75.64,62.04,2007
CT,fire protection total,4396,0,25281297,0,596,0,457615,0,26299,0,4546,0,4992,0,25738912,0,82.5,78.14,2007
CT,fire protection - firefighters,4132,0,24056613,0,391,0,267769,0,15843,0,4225,0,4523,0,24324382,0,82.53,77.59,2007
CT,fire protection - other,264,0,1224684,0,205,0,189846,0,10456,0,321,0,469,0,1414530,0,82.37,87.7,2007
CT,corrections,0,0,0,0,2,0,662,0,20,0,0,0,2,0,662,0,100,100,2007
CT,highways,3415,0,16277787,0,254,0,262868,0,15700,0,3503,0,3669,0,16540655,0,79.22,79.61,2007
CT,air transportation,18,0,81672,0,0,0,0,0,0,0,18,0,18,0,81672,0,100,100,2007
CT,water transport and terminals,5,0,20406,0,2,0,833,0,90,0,5,0,7,0,21239,0,100,100,2007
CT,public welfare,1167,0,4848137,0,998,0,1331498,0,84639,0,1664,0,2165,0,6179635,0,54.21,75.76,2007
CT,health,1112,0,5120786,0,421,0,569059,0,27531,0,1267,0,1533,0,5689845,0,78.32,79.3,2007
CT,solid waste management,1008,0,4120148,0,158,0,163488,0,11859,0,1076,0,1166,0,4283636,0,82.89,82.62,2007
CT,sewerage,1003,0,4812417,0,65,0,65385,0,3551,0,1026,0,1068,0,4877802,0,81.72,80.1,2007
CT,parks and recreation,1464,0,6044768,0,2116,0,1240365,0,94832,0,2029,0,3580,0,7285133,0,76.9,78.64,2007
CT,housing and community development,1452,0,5794035,0,376,0,383967,0,24144,0,1589,0,1828,0,6178002,0,94.32,94.95,2007
CT,natural resources,39,0,174087,0,18,0,12165,0,1017,0,45,0,57,0,186252,0,78.18,80.99,2007
CT,water transport and terminals,950,0,4951687,0,21,0,21808,0,1089,0,954,0,971,0,4973495,0,99.82,99.95,2007
CT,electric power,294,0,1800372,0,5,0,13215,0,623,0,298,0,299,0,1813587,0,100,100,2007
CT,gas supply,35,0,210723,0,1,0,142,0,18,0,35,0,36,0,210865,0,100,100,2007
CT,transit,529,0,1793200,0,153,0,193558,0,14807,0,614,0,682,0,1986758,0,98,97.63,2007
CT,education total,80822,0,355499024,0,27112,0,26850717,0,1550172,0,90089,0,107934,0,382349741,0,57.6,61.24,2007
CT,education - elementary and secondary total,80822,0,355499024,0,27112,0,26850717,0,1550172,0,90089,0,107934,0,382349741,0,57.6,61.24,2007
CT,education - elementary and secondary instructional,63513,0,304728655,0,15856,0,16833614,0,894554,0,68880,0,79369,0,321562269,0,57.6,61.24,2007
CT,education - elementary and secondary other,17309,0,50770369,0,11256,0,10017103,0,655618,0,21209,0,28565,0,60787472,0,58.65,65.12,2007
CT,libraries,1088,0,4449980,0,1533,0,1309980,0,96496,0,1660,0,2621,0,5759960,0,70.46,86.07,2007
CT,other and unallocable,1871,0,8458267,0,1119,0,996243,0,57869,0,2205,0,2990,0,9454510,0,76.1,78.54,2007
DE,total,22714,0,88027282,0,5669,0,5864779,0,465436,0,25464,0,28383,0,93892061,0,80.88,78.83,2007
DE,financial administration,399,0,1598465,0,27,0,19892,0,1499,0,407,0,426,0,1618357,0,98.52,98.67,2007
DE,other government administration,1033,0,4689981,0,679,0,267389,0,25955,0,1177,0,1712,0,4957370,0,44.62,46.25,2007
DE,judicial and legal,73,0,318326,0,17,0,29855,0,1320,0,80,0,90,0,348181,0,94.3,100,2007
DE,police protection total,3079,0,8856707,0,723,0,773075,0,80545,0,3536,0,3802,0,9629782,0,31.16,51.19,2007
DE,police protection - officers,850,0,4333245,0,6,0,5841,0,482,0,853,0,856,0,4339086,0,97.73,96.93,2007
DE,police protection - other,2229,0,4523462,0,717,0,767234,0,80063,0,2683,0,2946,0,5290696,0,9.99,13.68,2007
DE,fire protection total,10,0,31067,0,3,0,956,0,106,0,11,0,13,0,32023,0,100,100,2007
DE,fire protection - other,10,0,31067,0,3,0,956,0,106,0,11,0,13,0,32023,0,100,100,2007
DE,highways,2082,0,5093014,0,65,0,41937,0,3916,0,2104,0,2147,0,5134951,0,8.32,10.66,2007
DE,air transportation,48,0,184348,0,8,0,6620,0,555,0,51,0,56,0,190968,0,0,0,2007
DE,water transport and terminals,212,0,912500,0,123,0,58693,0,5647,0,244,0,335,0,971193,0,0,0,2007
DE,public welfare,2,0,7134,0,17,0,15372,0,1373,0,10,0,19,0,22506,0,100,100,2007
DE,health,335,0,1600641,0,9,0,10931,0,653,0,339,0,344,0,1611572,0,100,100,2007
DE,solid waste management,62,0,160641,0,4,0,6879,0,485,0,65,0,66,0,167520,0,86.1,87.88,2007
DE,sewerage,415,0,1738850,0,3,0,4792,0,334,0,417,0,418,0,1743642,0,99.83,100,2007
DE,parks and recreation,180,0,693031,0,93,0,68135,0,6044,0,214,0,273,0,761166,0,99.07,99.15,2007
DE,housing and community development,198,0,731933,0,7,0,10194,0,629,0,201,0,205,0,742127,0,99.88,100,2007
DE,water transport and terminals,117,0,381926,0,8,0,10140,0,778,0,122,0,125,0,392066,0,99.41,100,2007
DE,electric power,151,0,625887,0,1,0,974,0,97,0,152,0,152,0,626861,0,100,100,2007
DE,education total,13715,0,58414224,0,3541,0,4281247,0,311646,0,15596,0,17256,0,62695471,0,98.44,89.86,2007
DE,education - elementary and secondary total,13715,0,58414224,0,3541,0,4281247,0,311646,0,15596,0,17256,0,62695471,0,98.44,89.86,2007
DE,education - elementary and secondary instructional,10454,0,47063340,0,1508,0,1963769,0,110172,0,11120,0,11962,0,49027109,0,98.44,89.86,2007
DE,education - elementary and secondary other,3261,0,11350884,0,2033,0,2317478,0,201474,0,4476,0,5294,0,13668362,0,99.9,87.39,2007
DE,libraries,179,0,608668,0,287,0,208064,0,19435,0,290,0,466,0,816732,0,97.96,97.43,2007
DE,other and unallocable,424,0,1379939,0,54,0,49634,0,4419,0,448,0,478,0,1429573,0,99.68,99.91,2007
DC,total,44338,0,229392959,0,4532,0,9496652,0,491375,0,47116,0,48870,0,238889611,0,78.09,77.54,2007
DC,financial administration,866,0,4690410,0,31,0,57531,0,2745,0,882,0,897,0,4747941,0,100,100,2007
DC,other government administration,738,0,4137273,0,24,0,73341,0,2132,0,750,0,762,0,4210614,0,98.39,100,2007
DC,judicial and legal,1722,0,11000609,0,30,0,124241,0,3155,0,1740,0,1752,0,11124850,0,98.98,100,2007
DC,police protection total,3962,0,26002690,0,131,0,145285,0,11602,0,4028,0,4093,0,26147975,0,100,100,2007
DC,police protection - officers,3380,0,22987094,0,1,0,3002,0,89,0,3381,0,3381,0,22990096,0,100,100,2007
DC,police protection - other,582,0,3015596,0,130,0,142283,0,11513,0,647,0,712,0,3157879,0,100,100,2007
DC,fire protection total,1885,0,11334564,0,0,0,0,0,0,0,1885,0,1885,0,11334564,0,100,100,2007
DC,fire protection - firefighters,1563,0,9707925,0,0,0,0,0,0,0,1563,0,1563,0,9707925,0,100,100,2007
DC,fire protection - other,322,0,1626639,0,0,0,0,0,0,0,322,0,322,0,1626639,0,100,100,2007
DC,corrections,873,0,4523829,0,2,0,6447,0,177,0,874,0,875,0,4530276,0,100,100,2007
DC,highways,576,0,1970721,0,0,0,0,0,0,0,576,0,576,0,1970721,0,100,100,2007
DC,public welfare,1634,0,8163339,0,3,0,10780,0,266,0,1636,0,1637,0,8174119,0,100,100,2007
DC,health,1598,0,8647233,0,82,0,279221,0,7262,0,1639,0,1680,0,8926454,0,100,100,2007
DC,hospitals,1599,0,8788052,0,32,0,192893,0,2843,0,1615,0,1631,0,8980945,0,99.01,100,2007
DC,social insurance administration,462,0,2232192,0,0,0,0,0,0,0,462,0,462,0,2232192,0,100,100,2007
DC,solid waste management,711,0,2893959,0,0,0,0,0,0,0,711,0,711,0,2893959,0,100,100,2007
DC,sewerage,501,0,3145195,0,0,0,0,0,0,0,501,0,501,0,3145195,0,100,100,2007
DC,parks and recreation,944,0,3593145,0,191,0,299822,0,8973,0,995,0,1135,0,3892967,0,100,100,2007
DC,housing and community development,1077,0,5260238,0,7,0,15352,0,494,0,1080,0,1084,0,5275590,0,99.74,100,2007
DC,water transport and terminals,483,0,3158273,0,0,0,0,0,0,0,483,0,483,0,3158273,0,100,100,2007
DC,transit,10683,0,55446924,0,354,0,589646,0,31202,0,10859,0,11037,0,56036570,0,0,0,2007
DC,education total,9720,0,43187215,0,3514,0,7441664,0,409173,0,12031,0,13234,0,50628879,0,100,100,2007
DC,education - elementary and secondary total,9166,0,40090475,0,3112,0,6380002,0,354019,0,11166,0,12278,0,46470477,0,100,100,2007
DC,education - elementary and secondary instructional,5934,0,27536063,0,1823,0,3882887,0,201791,0,7074,0,7757,0,31418950,0,100,100,2007
DC,education - elementary and secondary other,3232,0,12554412,0,1289,0,2497115,0,152228,0,4092,0,4521,0,15051527,0,100,100,2007
DC,education - higher education total,554,0,3096740,0,402,0,1061662,0,55154,0,865,0,956,0,4158402,0,100,100,2007
DC,education - higher education instructional,215,0,1461020,0,237,0,566332,0,30000,0,384,0,452,0,2027352,0,100,100,2007
DC,education - higher education other,339,0,1635720,0,165,0,495330,0,25154,0,481,0,504,0,2131050,0,100,100,2007
DC,libraries,369,0,1633974,0,93,0,168685,0,8236,0,416,0,462,0,1802659,0,100,100,2007
DC,other and unallocable,3935,0,19583124,0,38,0,91744,0,3115,0,3953,0,3973,0,19674868,0,100,100,2007
FL,total,642267,0,2441241419,0,164376,0,150113983,0,10526112,0,702062,0,806643,0,2591355402,0,82.01,83.88,2007
FL,financial administration,17774,0,74149769,0,637,0,884735,0,63890,0,18140,0,18411,0,75034504,0,77.82,74.1,2007
FL,other government administration,12933,0,58430536,0,1569,0,1751885,0,101154,0,13507,0,14502,0,60182421,0,71.69,69.87,2007
FL,judicial and legal,13500,0,53662382,0,667,0,808254,0,52748,0,13800,0,14167,0,54470636,0,78.17,71.17,2007
FL,police protection total,58816,0,284263965,0,5459,0,4968850,0,379559,0,60967,0,64275,0,289232815,0,86.65,85.76,2007
FL,police protection - officers,38834,0,209770853,0,662,0,707875,0,50497,0,39124,0,39496,0,210478728,0,87.77,86.25,2007
FL,police protection - other,19982,0,74493112,0,4797,0,4260975,0,329062,0,21843,0,24779,0,78754087,0,84.64,84.45,2007
FL,fire protection total,27672,0,145034942,0,1061,0,762159,0,58083,0,28004,0,28733,0,145797101,0,73.79,68.17,2007
FL,fire protection - firefighters,24319,0,128715360,0,749,0,439397,0,37568,0,24532,0,25068,0,129154757,0,76.05,70.59,2007
FL,fire protection - other,3353,0,16319582,0,312,0,322762,0,20515,0,3472,0,3665,0,16642344,0,61.58,55.84,2007
FL,corrections,16951,0,72984913,0,172,0,287408,0,14061,0,17027,0,17123,0,73272321,0,58.26,57.32,2007
FL,highways,15753,0,53751181,0,330,0,456179,0,35658,0,15962,0,16083,0,54207360,0,79.72,76.86,2007
FL,air transportation,4850,0,21260952,0,246,0,438515,0,32899,0,5036,0,5096,0,21699467,0,62.51,56.87,2007
FL,water transport and terminals,1219,0,5153067,0,136,0,174255,0,13538,0,1298,0,1355,0,5327322,0,74.91,75.6,2007
FL,public welfare,6598,0,24133355,0,1201,0,955425,0,102102,0,7178,0,7799,0,25088780,0,49.42,48.76,2007
FL,health,7953,0,30808825,0,460,0,598345,0,46507,0,8219,0,8413,0,31407170,0,79.61,75.49,2007
FL,hospitals,43855,0,194048734,0,8153,0,19001012,0,796724,0,48357,0,52008,0,213049746,0,72.34,69.83,2007
FL,solid waste management,7868,0,26207381,0,203,0,253470,0,22034,0,7994,0,8071,0,26460851,0,63.18,64.49,2007
FL,sewerage,9557,0,38038918,0,82,0,97234,0,6879,0,9597,0,9639,0,38136152,0,69.09,64.09,2007
FL,parks and recreation,15627,0,47481982,0,9367,0,9167432,0,793457,0,20147,0,24994,0,56649414,0,76.37,76.39,2007
FL,housing and community development,5590,0,20833065,0,508,0,817471,0,62216,0,5944,0,6098,0,21650536,0,78.14,74.21,2007
FL,natural resources,5508,0,23632574,0,234,0,329881,0,20899,0,5625,0,5742,0,23962455,0,93.58,92.65,2007
FL,water transport and terminals,11626,0,45235792,0,184,0,209883,0,14478,0,11712,0,11810,0,45445675,0,77.61,76.27,2007
FL,electric power,5251,0,27210228,0,104,0,198143,0,12583,0,5323,0,5355,0,27408371,0,99.03,100,2007
FL,gas supply,626,0,2253167,0,7,0,9483,0,751,0,631,0,633,0,2262650,0,100,100,2007
FL,transit,7664,0,30989427,0,509,0,837894,0,63782,0,8023,0,8173,0,31827321,0,54.58,43.95,2007
FL,education total,319107,0,1064951998,0,126957,0,102350922,0,7418998,0,361263,0,446064,0,1167302920,0,87.92,99.78,2007
FL,education - elementary and secondary total,300814,0,990905871,0,103054,0,79484912,0,6117285,0,335374,0,403868,0,1070390783,0,87.9,100,2007
FL,education - elementary and secondary instructional,198309,0,761778880,0,79766,0,67022211,0,4846737,0,225691,0,278075,0,828801091,0,87.9,100,2007
FL,education - elementary and secondary other,102505,0,229126991,0,23288,0,12462701,0,1270548,0,109683,0,125793,0,241589692,0,93.71,99.99,2007
FL,education - higher education total,18293,0,74046127,0,23903,0,22866010,0,1301713,0,25889,0,42196,0,96912137,0,88.24,96.37,2007
FL,education - higher education instructional,5498,0,29122187,0,13435,0,14878937,0,518960,0,8511,0,18933,0,44001124,0,73.28,89.59,2007
FL,education - higher education other,12795,0,44923940,0,10468,0,7987073,0,782753,0,17378,0,23263,0,52911013,0,88.24,96.37,2007
FL,libraries,5801,0,18534473,0,2405,0,2356621,0,207333,0,6976,0,8206,0,20891094,0,82.18,81.77,2007
FL,other and unallocable,20168,0,78189793,0,3725,0,2398527,0,205779,0,21332,0,23893,0,80588320,0,74.16,72.51,2007
GA,total,368426,0,1201448656,0,63264,0,60911160,0,4389490,0,393264,0,431690,0,1262359816,0,73.58,72.29,2007
GA,financial administration,7654,0,25652047,0,612,0,601490,0,38856,0,7871,0,8266,0,26253537,0,70.12,67.29,2007
GA,other government administration,4735,0,17659288,0,2330,0,1320053,0,74642,0,5146,0,7065,0,18979341,0,66.36,66.06,2007
GA,judicial and legal,9348,0,35369068,0,1868,0,2354571,0,126895,0,10057,0,11216,0,37723639,0,58.4,55.78,2007
GA,police protection total,24914,0,86903351,0,2005,0,1608595,0,123626,0,25609,0,26919,0,88511946,0,68.24,63.99,2007
GA,police protection - officers,20294,0,74065642,0,801,0,721485,0,47300,0,20556,0,21095,0,74787127,0,67.61,64.52,2007
GA,police protection - other,4620,0,12837709,0,1204,0,887110,0,76326,0,5053,0,5824,0,13724819,0,70.56,66.53,2007
GA,fire protection total,12110,0,45420035,0,1188,0,712038,0,59136,0,12444,0,13298,0,46132073,0,70.38,65.01,2007
GA,fire protection - firefighters,11725,0,44122828,0,1141,0,663939,0,56421,0,12043,0,12866,0,44786767,0,70.28,64.81,2007
GA,fire protection - other,385,0,1297207,0,47,0,48099,0,2715,0,401,0,432,0,1345306,0,72.78,72.72,2007
GA,corrections,9464,0,29730590,0,413,0,539671,0,46007,0,9720,0,9877,0,30270261,0,65.42,61.25,2007
GA,highways,8299,0,22319227,0,277,0,328466,0,31792,0,8484,0,8576,0,22647693,0,77.65,75.34,2007
GA,air transportation,884,0,3144613,0,58,0,44954,0,4022,0,902,0,942,0,3189567,0,32.26,27.28,2007
GA,public welfare,1406,0,3398528,0,762,0,965316,0,86427,0,1896,0,2168,0,4363844,0,43.32,39.19,2007
GA,health,9567,0,25851292,0,2361,0,2325387,0,186522,0,10624,0,11928,0,28176679,0,87.07,84,2007
GA,hospitals,17442,0,57903232,0,4964,0,8736026,0,427258,0,19857,0,22406,0,66639258,0,89.73,88.43,2007
GA,solid waste management,4125,0,10406904,0,686,0,484209,0,58749,0,4459,0,4811,0,10891113,0,74.93,72.53,2007
GA,sewerage,3905,0,12684380,0,49,0,49065,0,3949,0,3928,0,3954,0,12733445,0,60.16,57.38,2007
GA,parks and recreation,4451,0,12533695,0,4126,0,3069305,0,294691,0,6115,0,8577,0,15603000,0,58.21,62.34,2007
GA,housing and community development,2530,0,8214634,0,348,0,309680,0,25859,0,2678,0,2878,0,8524314,0,91.82,90.46,2007
GA,natural resources,345,0,903046,0,187,0,145202,0,12749,0,417,0,532,0,1048248,0,78.26,88.44,2007
GA,water transport and terminals,6375,0,19642026,0,221,0,177432,0,13610,0,6443,0,6596,0,19819458,0,81.24,81.73,2007
GA,electric power,967,0,4015175,0,8,0,12717,0,731,0,971,0,975,0,4027892,0,94.95,94.85,2007
GA,gas supply,559,0,1700008,0,6,0,6616,0,504,0,562,0,565,0,1706624,0,87.62,79,2007
GA,transit,4695,0,17529973,0,483,0,528962,0,47583,0,4963,0,5178,0,18058935,0,90.49,9.37,2007
GA,education total,226067,0,734274257,0,38059,0,34950086,0,2566783,0,240638,0,264126,0,769224343,0,74.65,74.96,2007
GA,education - elementary and secondary total,226067,0,734274257,0,38059,0,34950086,0,2566783,0,240638,0,264126,0,769224343,0,74.65,74.96,2007
GA,education - elementary and secondary instructional,157035,0,591810359,0,22277,0,20876829,0,1336504,0,164627,0,179312,0,612687188,0,74.65,74.96,2007
GA,education - elementary and secondary other,69032,0,142463898,0,15782,0,14073257,0,1230279,0,76011,0,84814,0,156537155,0,73.73,76.73,2007
GA,libraries,2028,0,6631554,0,1260,0,892006,0,92226,0,2549,0,3288,0,7523560,0,64.69,57.83,2007
GA,other and unallocable,6556,0,19561733,0,993,0,749313,0,66873,0,6931,0,7549,0,20311046,0,75.13,74.72,2007
HI,total,13932,0,62192803,0,1290,0,872733,0,64240,0,14293,0,15222,0,63065536,0,84.66,85.52,2007
HI,financial administration,721,0,3028675,0,11,0,19329,0,691,0,724,0,732,0,3048004,0,84.8,86.74,2007
HI,other government administration,943,0,4277806,0,52,0,39838,0,1914,0,954,0,995,0,4317644,0,79.18,79.81,2007
HI,judicial and legal,572,0,2658999,0,13,0,14272,0,1102,0,579,0,585,0,2673271,0,83.77,83.67,2007
HI,police protection total,3698,0,18645988,0,164,0,78767,0,6751,0,3736,0,3862,0,18724755,0,88.27,87.5,2007
HI,police protection - officers,2906,0,15636927,0,29,0,15003,0,1228,0,2913,0,2935,0,15651930,0,87.75,87.06,2007
HI,police protection - other,792,0,3009061,0,135,0,63764,0,5523,0,823,0,927,0,3072825,0,90.13,89.75,2007
HI,fire protection total,1864,0,9509451,0,2,0,4950,0,235,0,1866,0,1866,0,9514401,0,84.84,85.38,2007
HI,fire protection - firefighters,1757,0,9102669,0,1,0,2174,0,123,0,1758,0,1758,0,9104843,0,84.6,85.36,2007
HI,fire protection - other,107,0,406782,0,1,0,2776,0,112,0,108,0,108,0,409558,0,88.85,85.68,2007
HI,highways,780,0,2997918,0,8,0,9201,0,575,0,783,0,788,0,3007119,0,82.42,84.6,2007
HI,public welfare,109,0,326682,0,51,0,34000,0,2001,0,120,0,160,0,360682,0,14.96,17.8,2007
HI,health,215,0,1236570,0,4,0,10310,0,348,0,217,0,219,0,1246880,0,100,100,2007
HI,solid waste management,577,0,2567800,0,3,0,618,0,91,0,577,0,580,0,2568418,0,86.8,88.91,2007
HI,sewerage,687,0,2990435,0,7,0,9592,0,712,0,691,0,694,0,3000027,0,85.53,86.02,2007
HI,parks and recreation,1621,0,5240071,0,905,0,560460,0,44194,0,1871,0,2526,0,5800531,0,82.16,82.16,2007
