state,year,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_full_time_and_part_time_employees,total_march_pay
MA,2016,education - higher education instructional,6894,52468371,13098,25491249,830657,11889,19992,77959620
MA,2016,education - higher education other,16171,86994525,18191,13166934,718977,20481,34362,100161459
MA,2016,education - other,1095,6658840,72,206757,4845,1124,1167,6865597
MA,2016,libraries,0,0,0,0,0,0,0,0
MA,2016,liquor stores,0,0,0,0,0,0,0,0
MA,2016,other and unallocable,4225,27876347,207,850001,13916,4310,4432,28726348
MI,2016,total,115407,671806825,72358,122743373,5103906,144350,187765,794550198
MI,2016,financial administration,3834,22493066,402,1936101,56192,4151,4236,24429167
MI,2016,other government administration,1498,7766049,27,104417,3162,1516,1525,7870466
MI,2016,judicial and legal,1424,10266874,54,183937,6054,1459,1478,10450811
MI,2016,police protection total,2716,14958508,24,71172,2374,2729,2740,15029680
MI,2016,police protection - officers,1950,11665910,0,0,0,1950,1950,11665910
MI,2016,police protection - other,766,3292598,24,71172,2374,779,790,3363770
MI,2016,fire protection total,0,0,0,0,0,0,0,0
MI,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
MI,2016,fire protection - other,0,0,0,0,0,0,0,0
MI,2016,corrections,12467,63462760,143,696105,17885,12568,12610,64158865
MI,2016,highways,2403,13566457,363,1218880,52501,2700,2766,14785337
MI,2016,air transportation,0,0,0,0,0,0,0,0
MI,2016,water transport and terminals,0,0,0,0,0,0,0,0
MI,2016,public welfare,10863,52539267,362,1380252,55142,11174,11225,53919519
MI,2016,health,5198,25790855,941,4080051,113106,5837,6139,29870906
MI,2016,hospitals,12494,69229281,5980,26336930,782114,16913,18474,95566211
MI,2016,social insurance administration,563,3092925,40,136931,5994,597,603,3229856
MI,2016,solid waste management,0,0,0,0,0,0,0,0
MI,2016,sewerage,0,0,0,0,0,0,0,0
MI,2016,parks and recreation,171,909531,92,272893,10248,229,263,1182424
MI,2016,housing and community development,270,1614690,42,118219,5095,299,312,1732909
MI,2016,natural resources,2756,14426050,595,1143579,59699,3093,3351,15569629
MI,2016,water transport and terminals,0,0,0,0,0,0,0,0
MI,2016,electric power,0,0,0,0,0,0,0,0
MI,2016,gas supply,0,0,0,0,0,0,0,0
MI,2016,transit,0,0,0,0,0,0,0,0
MI,2016,education total,54011,348563837,62606,83137039,3849920,75870,116617,431700876
MI,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
MI,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
MI,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
MI,2016,education - higher education total,53474,345268683,62514,82738804,3835573,75252,115988,428007487
MI,2016,education - higher education instructional,17069,163590597,14003,43740121,1621721,26291,31072,207330718
MI,2016,education - higher education other,36405,181678086,48511,38998683,2213852,48961,84916,220676769
MI,2016,education - other,537,3295154,92,398235,14347,618,629,3693389
MI,2016,libraries,0,0,0,0,0,0,0,0
MI,2016,liquor stores,0,0,0,0,0,0,0,0
MI,2016,other and unallocable,4739,23126675,687,1926867,84420,5215,5426,25053542
MN,2016,total,68694,401627739,34091,51637891,2478449,82697,102785,453265630
MN,2016,financial administration,4611,29797543,124,466358,16537,4705,4735,30263901
MN,2016,other government administration,932,5359324,114,355051,15005,1015,1046,5714375
MN,2016,judicial and legal,3564,20239267,454,1639463,48958,3841,4018,21878730
MN,2016,police protection total,934,4798931,28,63251,2998,951,962,4862182
MN,2016,police protection - officers,526,3157191,0,0,0,526,526,3157191
MN,2016,police protection - other,408,1641740,28,63251,2998,425,436,1704991
MN,2016,fire protection total,0,0,0,0,0,0,0,0
MN,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
MN,2016,fire protection - other,0,0,0,0,0,0,0,0
MN,2016,corrections,4209,20374945,150,536121,24829,4349,4359,20911066
MN,2016,highways,4427,23227966,157,309799,13846,4505,4584,23537765
MN,2016,air transportation,0,0,0,0,0,0,0,0
MN,2016,water transport and terminals,0,0,0,0,0,0,0,0
MN,2016,public welfare,1724,8831572,1116,3247819,215862,2944,2840,12079391
MN,2016,health,3094,17113756,2156,1504849,59517,3430,5250,18618605
MN,2016,hospitals,3347,17816187,1204,4069361,268577,4864,4551,21885548
MN,2016,social insurance administration,956,4725782,81,197218,7816,1000,1037,4923e3
MN,2016,solid waste management,0,0,0,0,0,0,0,0
MN,2016,sewerage,587,4042675,13,31826,881,592,600,4074501
MN,2016,parks and recreation,517,2667508,163,217346,11481,583,680,2884854
MN,2016,housing and community development,0,0,0,0,0,0,0,0
MN,2016,natural resources,2793,15074914,755,1418137,79080,3240,3548,16493051
MN,2016,water transport and terminals,0,0,0,0,0,0,0,0
MN,2016,electric power,0,0,0,0,0,0,0,0
MN,2016,gas supply,0,0,0,0,0,0,0,0
MN,2016,transit,2721,15182600,427,1098775,46440,2983,3148,16281375
MN,2016,education total,31039,194614266,26975,36090245,1649436,40357,58014,230704511
MN,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
MN,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
MN,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
MN,2016,education - higher education total,27849,176698387,25895,33835984,1538861,36541,53744,210534371
MN,2016,education - higher education instructional,11490,79231769,10705,18197957,628941,15042,22195,97429726
MN,2016,education - higher education other,16359,97466618,15190,15638027,909920,21499,31549,113104645
MN,2016,education - other,3190,17915879,1080,2254261,110575,3816,4270,20170140
MN,2016,libraries,0,0,0,0,0,0,0,0
MN,2016,liquor stores,0,0,0,0,0,0,0,0
MN,2016,other and unallocable,3239,17760503,174,392272,17186,3338,3413,18152775
MS,2016,total,51813,202452732,13515,14209218,877866,56841,65328,216661950
MS,2016,financial administration,1564,6029791,41,101550,4286,1589,1605,6131341
MS,2016,other government administration,456,2136733,19,60067,2924,472,475,2196800
MS,2016,judicial and legal,470,2594229,0,0,0,470,470,2594229
MS,2016,police protection total,1240,4890479,2,4003,338,1242,1242,4894482
MS,2016,police protection - officers,653,2830865,0,0,0,653,653,2830865
MS,2016,police protection - other,587,2059614,2,4003,338,589,589,2063617
MS,2016,fire protection total,0,0,0,0,0,0,0,0
MS,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
MS,2016,fire protection - other,0,0,0,0,0,0,0,0
MS,2016,corrections,2648,6874213,15,32899,2414,2661,2663,6907112
MS,2016,highways,3170,9803563,9,20729,1520,3179,3179,9824292
MS,2016,air transportation,0,0,0,0,0,0,0,0
MS,2016,water transport and terminals,41,225576,1,2038,77,41,42,227614
MS,2016,public welfare,4378,12071176,59,108312,1248,4385,4437,12179488
MS,2016,health,3046,10689920,51,141564,5529,3077,3097,10831484
MS,2016,hospitals,10581,36726672,1091,1810595,58326,10910,11672,38537267
MS,2016,social insurance administration,577,1999331,168,414170,28385,737,745,2413501
MS,2016,solid waste management,0,0,0,0,0,0,0,0
MS,2016,sewerage,0,0,0,0,0,0,0,0
MS,2016,parks and recreation,214,587117,80,62194,6526,251,294,649311
MS,2016,housing and community development,0,0,0,0,0,0,0,0
MS,2016,natural resources,2974,10069537,792,687652,52363,3272,3766,10757189
MS,2016,water transport and terminals,139,323577,4,3178,260,140,143,326755
MS,2016,electric power,0,0,0,0,0,0,0,0
MS,2016,gas supply,0,0,0,0,0,0,0,0
MS,2016,transit,0,0,0,0,0,0,0,0
MS,2016,education total,17622,87708113,11132,10705209,709901,21702,28754,98413322
MS,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
MS,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
MS,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
MS,2016,education - higher education total,16197,82804508,11113,10673746,707294,20262,27310,93478254
MS,2016,education - higher education instructional,6243,33618126,1616,2222348,101061,6818,7859,35840474
MS,2016,education - higher education other,9954,49186382,9497,8451398,606233,13444,19451,57637780
MS,2016,education - other,1425,4903605,19,31463,2607,1440,1444,4935068
MS,2016,libraries,0,0,0,0,0,0,0,0
MS,2016,liquor stores,128,335319,0,0,0,128,128,335319
MS,2016,other and unallocable,2565,9387386,51,55058,3769,2585,2616,9442444
MO,2016,total,77082,300425886,29500,26790405,1717313,87140,106582,327216291
MO,2016,financial administration,2778,10601902,144,213678,16440,2870,2922,10815580
MO,2016,other government administration,703,2740795,243,651967,31318,879,946,3392762
MO,2016,judicial and legal,3966,16314980,336,454462,34604,4162,4302,16769442
MO,2016,police protection total,2443,10843494,131,155360,11810,2510,2574,10998854
MO,2016,police protection - officers,1405,7291392,0,0,0,1405,1405,7291392
MO,2016,police protection - other,1038,3552102,131,155360,11810,1105,1169,3707462
MO,2016,fire protection total,0,0,0,0,0,0,0,0
MO,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
MO,2016,fire protection - other,0,0,0,0,0,0,0,0
MO,2016,corrections,12035,32530334,134,128634,9060,12086,12169,32658968
MO,2016,highways,5185,17871476,0,0,0,5185,5185,17871476
MO,2016,air transportation,0,0,0,0,0,0,0,0
MO,2016,water transport and terminals,0,0,0,0,0,0,0,0
MO,2016,public welfare,6676,18414106,265,290228,17202,6773,6941,18704334
MO,2016,health,2737,9951828,190,366478,14817,2821,2927,10318306
MO,2016,hospitals,9441,31945166,1178,1731586,93166,9983,10619,33676752
MO,2016,social insurance administration,478,1449580,53,29848,1766,488,531,1479428
MO,2016,solid waste management,0,0,0,0,0,0,0,0
MO,2016,sewerage,0,0,0,0,0,0,0,0
MO,2016,parks and recreation,484,1525970,427,85493,9468,537,911,1611463
MO,2016,housing and community development,0,0,0,0,0,0,0,0
MO,2016,natural resources,1908,6953364,504,524125,51641,2199,2412,7477489
MO,2016,water transport and terminals,0,0,0,0,0,0,0,0
MO,2016,electric power,0,0,0,0,0,0,0,0
MO,2016,gas supply,0,0,0,0,0,0,0,0
MO,2016,transit,0,0,0,0,0,0,0,0
MO,2016,education total,24400,125425579,25630,21832494,1407279,32693,50030,147258073
MO,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
MO,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
MO,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
MO,2016,education - higher education total,23369,121671803,24655,20120400,1299531,31054,48024,141792203
MO,2016,education - higher education instructional,8700,61406532,8400,11334360,558013,12029,17100,72740892
MO,2016,education - higher education other,14669,60265271,16255,8786040,741518,19025,30924,69051311
MO,2016,education - other,1031,3753776,975,1712094,107748,1639,2006,5465870
MO,2016,libraries,0,0,0,0,0,0,0,0
MO,2016,liquor stores,0,0,0,0,0,0,0,0
MO,2016,other and unallocable,3848,13857312,265,326052,18742,3954,4113,14183364
MT,2016,total,17258,80016754,9409,10118252,554854,20392,26667,90135006
MT,2016,financial administration,957,4139762,94,208387,10683,1017,1051,4348149
MT,2016,other government administration,377,1956648,105,117198,6323,413,482,2073846
MT,2016,judicial and legal,704,3674939,72,177334,7505,746,776,3852273
MT,2016,police protection total,486,2350954,17,31682,1677,495,503,2382636
MT,2016,police protection - officers,230,1149529,0,0,0,230,230,1149529
MT,2016,police protection - other,256,1201425,17,31682,1677,265,273,1233107
MT,2016,fire protection total,0,0,0,0,0,0,0,0
MT,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
MT,2016,fire protection - other,0,0,0,0,0,0,0,0
MT,2016,corrections,1178,4637737,92,158173,7143,1218,1270,4795910
MT,2016,highways,1954,9502742,133,240266,10870,2015,2087,9743008
MT,2016,air transportation,0,0,0,0,0,0,0,0
MT,2016,water transport and terminals,0,0,0,0,0,0,0,0
MT,2016,public welfare,1665,6620357,198,398308,22663,1793,1863,7018665
MT,2016,health,813,3534206,120,209700,10168,871,933,3743906
MT,2016,hospitals,588,2114911,220,340070,20451,704,808,2454981
MT,2016,social insurance administration,664,3192759,50,90763,5318,694,714,3283522
MT,2016,solid waste management,0,0,0,0,0,0,0,0
MT,2016,sewerage,0,0,0,0,0,0,0,0
MT,2016,parks and recreation,60,273298,20,29452,1411,68,80,302750
MT,2016,housing and community development,0,0,0,0,0,0,0,0
MT,2016,natural resources,1433,6465124,290,463017,25341,1577,1723,6928141
MT,2016,water transport and terminals,0,0,0,0,0,0,0,0
MT,2016,electric power,0,0,0,0,0,0,0,0
MT,2016,gas supply,0,0,0,0,0,0,0,0
MT,2016,transit,0,0,0,0,0,0,0,0
MT,2016,education total,5235,26051251,7910,7438008,416268,7585,13145,33489259
MT,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
MT,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
MT,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
MT,2016,education - higher education total,4910,24533573,7777,7204067,404814,7195,12687,31737640
MT,2016,education - higher education instructional,1360,9708473,1495,2606864,80871,1816,2855,12315337
MT,2016,education - higher education other,3550,14825100,6282,4597203,323943,5379,9832,19422303
MT,2016,education - other,325,1517678,133,233941,11454,390,458,1751619
MT,2016,libraries,0,0,0,0,0,0,0,0
MT,2016,liquor stores,31,128506,2,2066,109,32,33,130572
MT,2016,other and unallocable,1113,5373560,86,213828,8924,1164,1199,5587388
NE,2016,total,26492,115842906,10345,12397642,960747,31924,36837,128240548
NE,2016,financial administration,772,3104628,12,13346,758,776,784,3117974
NE,2016,other government administration,296,1226892,93,95845,6972,335,389,1322737
NE,2016,judicial and legal,777,4225960,21,14480,1230,784,798,4240440
NE,2016,police protection total,733,3591668,26,39359,2018,744,759,3631027
NE,2016,police protection - officers,425,2489652,0,0,0,425,425,2489652
NE,2016,police protection - other,308,1102016,26,39359,2018,319,334,1141375
NE,2016,fire protection total,0,0,0,0,0,0,0,0
NE,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
NE,2016,fire protection - other,0,0,0,0,0,0,0,0
NE,2016,corrections,2878,10778541,49,71795,4693,2905,2927,10850336
NE,2016,highways,1898,7532965,6,20141,700,1902,1904,7553106
NE,2016,air transportation,19,90487,0,0,0,19,19,90487
NE,2016,water transport and terminals,0,0,0,0,0,0,0,0
NE,2016,public welfare,2426,7972130,238,375853,23056,2556,2664,8347983
NE,2016,health,618,2405605,15,23505,1576,627,633,2429110
NE,2016,hospitals,3097,12705859,734,1924389,115087,3747,3831,14630248
NE,2016,social insurance administration,235,929086,5,8318,507,238,240,937404
NE,2016,solid waste management,0,0,0,0,0,0,0,0
NE,2016,sewerage,0,0,0,0,0,0,0,0
NE,2016,parks and recreation,178,655732,197,200960,17775,279,375,856692
NE,2016,housing and community development,0,0,0,0,0,0,0,0
NE,2016,natural resources,1544,6031202,817,1780780,118106,2212,2361,7811982
NE,2016,water transport and terminals,0,0,0,0,0,0,0,0
NE,2016,electric power,0,0,0,0,0,0,0,0
NE,2016,gas supply,0,0,0,0,0,0,0,0
NE,2016,transit,0,0,0,0,0,0,0,0
NE,2016,education total,9345,47122523,8056,7763603,664634,13102,17401,54886126
NE,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
NE,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
NE,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
NE,2016,education - higher education total,8778,44559246,8032,7722397,662700,12523,16810,52281643
NE,2016,education - higher education instructional,2773,20419050,1126,2204674,98298,3328,3899,22623724
NE,2016,education - higher education other,6005,24140196,6906,5517723,564402,9195,12911,29657919
NE,2016,education - other,567,2563277,24,41206,1934,579,591,2604483
NE,2016,libraries,0,0,0,0,0,0,0,0
NE,2016,liquor stores,0,0,0,0,0,0,0,0
NE,2016,other and unallocable,1676,7469628,76,65268,3635,1698,1752,7534896
NV,2016,total,25177,124984953,9860,11497278,555109,28314,35037,136482231
NV,2016,financial administration,1500,5903945,6,14810,346,1502,1506,5918755
NV,2016,other government administration,983,4699661,24,45572,1644,992,1007,4745233
NV,2016,judicial and legal,702,5024767,12,24743,403,705,714,5049510
NV,2016,police protection total,826,5527571,8,15573,653,830,834,5543144
NV,2016,police protection - officers,462,3851398,8,15573,653,466,470,3866971
NV,2016,police protection - other,364,1676173,0,0,0,364,364,1676173
NV,2016,fire protection total,0,0,0,0,0,0,0,0
NV,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
NV,2016,fire protection - other,0,0,0,0,0,0,0,0
NV,2016,corrections,3676,16671911,38,102192,1725,3686,3714,16774103
NV,2016,highways,1665,7633495,2,2356,100,1666,1667,7635851
NV,2016,air transportation,0,0,0,0,0,0,0,0
NV,2016,water transport and terminals,0,0,0,0,0,0,0,0
NV,2016,public welfare,2405,8831710,10,20183,665,2409,2415,8851893
NV,2016,health,1418,6483267,27,71402,1641,1428,1445,6554669
NV,2016,hospitals,1341,6281402,34,105947,2068,1353,1375,6387349
NV,2016,social insurance administration,464,1766876,0,0,0,464,464,1766876
NV,2016,solid waste management,0,0,0,0,0,0,0,0
NV,2016,sewerage,0,0,0,0,0,0,0,0
NV,2016,parks and recreation,172,659859,8,13811,421,174,180,673670
NV,2016,housing and community development,0,0,0,0,0,0,0,0
NV,2016,natural resources,830,3967126,106,156569,7894,875,936,4123695
NV,2016,water transport and terminals,18,117488,0,0,0,18,18,117488
NV,2016,electric power,17,117488,0,0,0,17,17,117488
NV,2016,gas supply,0,0,0,0,0,0,0,0
NV,2016,transit,0,0,0,0,0,0,0,0
NV,2016,education total,7022,40764567,9524,10817087,533941,10039,16546,51581654
NV,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
NV,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
NV,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
NV,2016,education - higher education total,6863,39905205,9522,10813072,533848,9879,16385,50718277
NV,2016,education - higher education instructional,2072,17798400,4200,5950983,271310,3605,6272,23749383
NV,2016,education - higher education other,4791,22106805,5322,4862089,262538,6274,10113,26968894
NV,2016,education - other,159,859362,2,4015,93,160,161,863377
NV,2016,libraries,0,0,0,0,0,0,0,0
NV,2016,liquor stores,0,0,0,0,0,0,0,0
NV,2016,other and unallocable,2138,10533820,61,107033,3608,2156,2199,10640853
NH,2016,total,15014,79044537,11259,13764579,681062,19092,26273,92809116
NH,2016,financial administration,745,3832258,61,99563,4822,774,806,3931821
NH,2016,other government administration,303,1509327,460,240645,5966,339,763,1749972
NH,2016,judicial and legal,659,3452342,254,593838,17612,765,913,4046180
NH,2016,police protection total,489,2783594,63,86736,4679,517,552,2870330
NH,2016,police protection - officers,326,2087695,0,0,0,326,326,2087695
NH,2016,police protection - other,163,695899,63,86736,4679,191,226,782635
NH,2016,fire protection total,0,0,0,0,0,0,0,0
NH,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
NH,2016,fire protection - other,0,0,0,0,0,0,0,0
NH,2016,corrections,1005,5395986,60,137693,7843,1052,1065,5533679
NH,2016,highways,1502,6319711,180,250927,15679,1596,1682,6570638
NH,2016,air transportation,29,133621,19,33321,2137,41,48,166942
NH,2016,water transport and terminals,10,47273,12,9296,722,15,22,56569
NH,2016,public welfare,1825,7991871,148,303355,16169,1922,1973,8295226
NH,2016,health,755,3943577,51,103885,4975,784,806,4047462
NH,2016,hospitals,509,2375444,70,123641,7593,555,579,2499085
NH,2016,social insurance administration,255,1068251,44,65195,3554,276,299,1133446
NH,2016,solid waste management,0,0,0,0,0,0,0,0
NH,2016,sewerage,0,0,0,0,0,0,0,0
NH,2016,parks and recreation,155,678762,287,280842,21933,287,442,959604
NH,2016,housing and community development,0,0,0,0,0,0,0,0
NH,2016,natural resources,325,1659800,82,79659,4134,351,407,1739459
NH,2016,water transport and terminals,22,112811,7,17825,686,26,29,130636
NH,2016,electric power,0,0,0,0,0,0,0,0
NH,2016,gas supply,0,0,0,0,0,0,0,0
NH,2016,transit,0,0,0,0,0,0,0,0
NH,2016,education total,4866,30342636,8230,10076540,479731,7733,13096,40419176
NH,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
NH,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
NH,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
NH,2016,education - higher education total,4567,28916707,8206,10020787,477302,7419,12773,38937494
NH,2016,education - higher education instructional,1602,13201997,2242,5207618,168643,2609,3844,18409615
NH,2016,education - higher education other,2965,15714710,5964,4813169,308659,4810,8929,20527879
NH,2016,education - other,299,1425929,24,55753,2429,314,323,1481682
NH,2016,libraries,0,0,0,0,0,0,0,0
NH,2016,liquor stores,312,1287658,785,743659,56083,650,1097,2031317
NH,2016,other and unallocable,1248,6109615,446,517959,26744,1409,1694,6627574
NJ,2016,total,126626,791588538,29984,48511721,1972249,139043,156610,840100259
NJ,2016,financial administration,5046,26869502,303,581565,30799,5245,5349,27451067
NJ,2016,other government administration,1101,6842519,37,64557,2963,1120,1138,6907076
NJ,2016,judicial and legal,12630,79755281,155,302316,11956,12707,12785,80057597
NJ,2016,police protection total,3878,29184724,47,106523,3454,3900,3925,29291247
NJ,2016,police protection - officers,2691,22933045,0,0,0,2691,2691,22933045
NJ,2016,police protection - other,1187,6251679,47,106523,3454,1209,1234,6358202
NJ,2016,fire protection total,0,0,0,0,0,0,0,0
NJ,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
NJ,2016,fire protection - other,0,0,0,0,0,0,0,0
NJ,2016,corrections,8470,50181166,12,33812,1008,8477,8482,50214978
NJ,2016,highways,5371,31316481,692,910308,55447,5697,6063,32226789
NJ,2016,air transportation,0,0,0,0,0,0,0,0
NJ,2016,water transport and terminals,117,543908,6,13724,872,122,123,557632
NJ,2016,public welfare,8829,51186089,184,337315,14969,8925,9013,51523404
NJ,2016,health,3692,22203092,734,2114443,30001,3874,4426,24317535
NJ,2016,hospitals,12692,64055746,1662,3584631,144539,13618,14354,67640377
NJ,2016,social insurance administration,1431,7402417,39,95883,3908,1456,1470,7498300
NJ,2016,solid waste management,471,3367439,18,24776,1373,480,489,3392215
NJ,2016,sewerage,0,0,0,0,0,0,0,0
NJ,2016,parks and recreation,768,4354102,277,399766,18162,882,1045,4753868
NJ,2016,housing and community development,0,0,0,0,0,0,0,0
NJ,2016,natural resources,1724,10611672,357,547079,24984,1880,2081,11158751
NJ,2016,water transport and terminals,109,609498,0,0,0,109,109,609498
NJ,2016,electric power,0,0,0,0,0,0,0,0
NJ,2016,gas supply,0,0,0,0,0,0,0,0
NJ,2016,transit,10713,63702550,792,1312344,64477,11077,11505,65014894
NJ,2016,education total,43983,304106845,24481,37714290,1549345,53782,68464,341821135
NJ,2016,education - elementary and secondary total,14177,92456604,3397,5914165,282448,16093,17574,98370769
NJ,2016,education - elementary and secondary instructional,10124,75037873,803,1662796,57494,10517,10927,76700669
NJ,2016,education - elementary and secondary other,4053,17418731,2594,4251369,224954,5576,6647,21670100
NJ,2016,education - higher education total,27549,197554096,20694,31041916,1229504,35191,48243,228596012
NJ,2016,education - higher education instructional,7841,88551103,7120,14105254,283222,9623,14961,102656357
NJ,2016,education - higher education other,19708,109002993,13574,16936662,946282,25568,33282,125939655
NJ,2016,education - other,2257,14096145,390,758209,37393,2498,2647,14854354
NJ,2016,libraries,0,0,0,0,0,0,0,0
NJ,2016,liquor stores,0,0,0,0,0,0,0,0
NJ,2016,other and unallocable,5601,35295507,188,368389,13992,5692,5789,35663896
NM,2016,total,40851,190956380,13857,18333563,865483,45775,54708,209289943
NM,2016,financial administration,1078,4935828,3,10128,443,1081,1081,4945956
NM,2016,other government administration,191,988860,7,24229,886,196,198,1013089
NM,2016,judicial and legal,3161,14797860,77,146477,6284,3198,3238,14944337
NM,2016,police protection total,665,3267367,0,0,0,665,665,3267367
NM,2016,police protection - officers,665,3267367,0,0,0,665,665,3267367
NM,2016,police protection - other,0,0,0,0,0,0,0,0
NM,2016,fire protection total,0,0,0,0,0,0,0,0
NM,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
NM,2016,fire protection - other,0,0,0,0,0,0,0,0
NM,2016,corrections,3768,13730131,26,63240,3189,3786,3794,13793371
NM,2016,highways,2203,8603649,0,0,0,2203,2203,8603649
NM,2016,air transportation,5,23540,0,0,0,5,5,23540
NM,2016,water transport and terminals,0,0,0,0,0,0,0,0
NM,2016,public welfare,1733,6335253,5,14340,886,1738,1738,6349593
NM,2016,health,2269,9681982,49,167892,8503,2317,2318,9849874
NM,2016,hospitals,6974,31773756,842,2459177,89887,7512,7816,34232933
NM,2016,social insurance administration,335,1090790,5,17644,886,340,340,1108434
NM,2016,solid waste management,0,0,0,0,0,0,0,0
NM,2016,sewerage,0,0,0,0,0,0,0,0
NM,2016,parks and recreation,612,2218415,28,48953,3313,631,640,2267368
NM,2016,housing and community development,0,0,0,0,0,0,0,0
NM,2016,natural resources,1017,4608126,82,127044,6696,1055,1099,4735170
NM,2016,water transport and terminals,0,0,0,0,0,0,0,0
NM,2016,electric power,0,0,0,0,0,0,0,0
NM,2016,gas supply,0,0,0,0,0,0,0,0
NM,2016,transit,0,0,0,0,0,0,0,0
NM,2016,education total,14805,80488380,12720,15204316,742369,19001,27525,95692696
NM,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
NM,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
NM,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
NM,2016,education - higher education total,13888,76553486,12661,15129461,737662,18056,26549,91682947
NM,2016,education - higher education instructional,3985,35869138,3882,7354284,206761,5153,7867,43223422
NM,2016,education - higher education other,9903,40684348,8779,7775177,530901,12903,18682,48459525
NM,2016,education - other,917,3934894,59,74855,4707,945,976,4009749
NM,2016,libraries,0,0,0,0,0,0,0,0
NM,2016,liquor stores,0,0,0,0,0,0,0,0
NM,2016,other and unallocable,2035,8412443,13,50123,2141,2047,2048,8462566
NY,2016,total,224566,1397284980,46386,79348872,2904080,242184,270952,1476633852
NY,2016,financial administration,16474,95113278,162,388996,12992,16548,16636,95502274
NY,2016,other government administration,4414,18775843,38,84768,3221,4433,4452,18860611
NY,2016,judicial and legal,18454,138314390,417,1708591,53349,18757,18871,140022981
NY,2016,police protection total,5855,52687813,124,152613,12161,5927,5979,52840426
NY,2016,police protection - officers,4752,47452123,0,0,0,4752,4752,47452123
NY,2016,police protection - other,1103,5235690,124,152613,12161,1175,1227,5388303
NY,2016,fire protection total,0,0,0,0,0,0,0,0
NY,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
NY,2016,fire protection - other,0,0,0,0,0,0,0,0
NY,2016,corrections,28478,180587902,254,794467,24271,28614,28732,181382369
NY,2016,highways,10014,54821041,1099,1558861,97342,10564,11113,56379902
NY,2016,air transportation,181,833787,1,5491,137,182,182,839278
NY,2016,water transport and terminals,520,3340044,27,44073,1851,530,547,3384117
NY,2016,public welfare,4312,22220223,384,988584,44556,4563,4696,23208807
NY,2016,health,8040,49163527,245,917059,26120,8191,8285,50080586
NY,2016,hospitals,38493,212655645,4368,14054423,438157,40999,42861,226710068
NY,2016,social insurance administration,7207,40147011,40,140287,5571,7238,7247,40287298
NY,2016,solid waste management,0,0,0,0,0,0,0,0
NY,2016,sewerage,0,0,0,0,0,0,0,0
NY,2016,parks and recreation,2744,10966910,10,31748,1652,2753,2754,10998658
NY,2016,housing and community development,0,0,0,0,0,0,0,0
NY,2016,natural resources,2890,16437479,51,60716,2103,2902,2941,16498195
NY,2016,water transport and terminals,0,0,0,0,0,0,0,0
NY,2016,electric power,1700,14798869,31,137193,3627,1720,1731,14936062
NY,2016,gas supply,0,0,0,0,0,0,0,0
NY,2016,transit,15860,124147479,117,240250,11976,15927,15977,124387729
NY,2016,education total,48682,298044330,38618,56897163,2134903,61909,87300,354941493
NY,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
NY,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
NY,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
NY,2016,education - higher education total,44627,276069792,38508,56624102,2124124,57794,83135,332693894
NY,2016,education - higher education instructional,15596,123687249,17888,31002137,824320,20679,33484,154689386
